text,sentiment
"If you are viewing this show for the first time, you may start wondering if you are in an alternate reality. Colorful and imaginative characters? Entertaining dialogue? Plots that seem to have some depth to them, even creating atmospheres of suspense and drama at times? I mean, this is a syndicated children's show right? This is the same venue that has brought kids such drek as ""Pokemon"", ""Pepper Ann"", ""Mighty Morphin Power Rangers"", and ""VR Troopers"" (please note that three of the titles mentioned above are crass Japanese exports, courtesy of the Fox Network and Saban Entertainment). Don't worry, you are just sampling some of the quality fare that was available to kids during the late 1980's and early 1990's. Some examples of this period would be ""Transformers"", ""Garfield and Friends"", ""Captain Power"", and ""C.O.P.S."" (a cartoon NOT to be confused with the live action show on Fox). Besides these prime examples, Disney also returned to syndicated programs for kids, coming up with a lineup called ""The Disney Afternoon"". Aside from a dumbed-down show called ""The Gummi Bears"", early shows like ""Darkwing Duck"", ""Duck Tales"", and ""Chip 'N Dale's Rescue Rangers"" gave credence to the Disney animation teams that were also turning out theatrical classics like ""The Little Mermaid"", ""Beauty and the Beast"", ""The Rescuers Down Under"", and ""The Great Mouse Detective"". But above all these wonders shines ""TaleSpin"". The premiere of ""Plunder and Lightning"" was a two-hour thrill ride, and won an Emmy. Much to my delight, the rest of the episodes were up to par on the promise of the premiere.<br /><br />While I enjoy the plots and dialogue, I guess for me the greatest attraction are the characters. There's Rebecca Cunningham, an independent female, but still fallible; Kit Cloudkicker, full of pre-teen angst and optimism; Louie, with his loyalty and support; Frank Wildcat, the most entertaining engineer since Scotty on the original ""Star Trek""; Molly Cunningham, cute and witty, but with some depth that most child characters don't have, and of course in the middle of it all, there's Baloo, whom I would describe as a slobby version of James Bond. This is because whenever there's trouble, Baloo saves the day with the assistance of his sleeker-than-most, fastest-of-all Sea Duck (Read: James Bond's Aston Martin). Of course every great show has to have great villains, and TaleSpin doesn't disappoint here either. From the megalomania of businesstiger Shere Kahn, to the vain and always failing air pirate Don Karnage, to the hilarious and inept Soviet-satirized Thembrians. The animation is good, the music appropriate, and the episodes are (for me) the finest that children's programming has ever had to offer. Great fun for the WHOLE family!",pos
"A craven, cowardly film. Director Boorman shows Cahill burglarizing rich houses, but the male occupant is shown being unfaithful with the nanny, thats all right then. The forensic scientist investigating Cahill is blown up in his car, but he is rat faced sourpuss, and doesn't look like a nice man, so thats all right too. The Beits, owner of Russborrough House, made their money by exploiting 'darkies' digging up diamonds, so it's okay to rob priceless art from them and hide it in a bunker in the Wicklow mountains. The Garda kill his ferrets and are implicated in his murder. The moral equivalencing is sickening, Boorman looks for a hit film, but doesn't have the guts to stand against the criminality of the generals gang, who terrorized the neighbourhood, and unleashed another wave of scumbags upon Dublin. He even liaised with the Generals son while making it. Disgusting. Shame on him for his cowardice.",neg
"Encouraged by the positive comments about this film on here I was looking forward to watching this film. Bad mistake. I've seen 950+ films and this is truly one of the worst of them - it's awful in almost every way: editing, pacing, storyline, 'acting,' soundtrack (the film's only song - a lame country tune - is played no less than four times). The film looks cheap and nasty and is boring in the extreme. Rarely have I been so happy to see the end credits of a film. <br /><br />The only thing that prevents me giving this a 1-score is Harvey Keitel - while this is far from his best performance he at least seems to be making a bit of an effort. One for Keitel obsessives only.",neg
"I had never heard of this one before it turned up on Cable TV. It's very typical of late 50s sci-fi: sober, depressing and not a little paranoid! Despite the equally typical inclusion of a romantic couple, the film is pretty much put across in a documentary style - which is perhaps a cheap way of leaving a lot of the exposition to narration and an excuse to insert as much stock footage as is humanly possibly for what is unmistakably an extremely low-budget venture! While not uninteresting in itself (the-apocalypse-via-renegade-missile angle later utilized, with far greater aplomb, for both DR. STRANGELOVE [1964] and FAIL-SAFE [1964]) and mercifully short, the film's single-minded approach to its subject matter results in a good deal of unintentional laughter - particularly in the scenes involving an imminent childbirth and a gang of clueless juvenile delinquents!",neg
"To those who say that this movie deserves anything below the unflaunting grace that it showed, I disagree. This is an amazing documentary about a shocking day.<br /><br />IMDB asks us to rate this movie. I beg you to consider the fact that the documentary was made. The courage that it took to shoot this film is most notable. We find that the two brothers are split up when that moment happened. They continue to document the bravest of the brave without knowing about their own and eachother's safety. To judge whether it's nobler to shoot a video of that tragedy or to save the lives as those amazing, amazing firefighters did is not mine to answer. I just know that in 30 years, a class full of children will not know one without the other.<br /><br />I submit a wholehearted 10. This is why the art of filming was created! To capture the natural emotion that real life offers. You can keep your kung-fu junk. Romance is cute. Action will never reach this level. This movie, 9/11, will be timeless in that it did not glorify itself. It didn't have a sneak-peek. It didn't have all of the blatant vanities that a lion's share of the many movies on the many screens blare. It had class, composure, substance, and it had a record of the day that changed the modern face of America and even the world. It spoke of things inescapable to the eye of the camera. Please consider this movie, as it itself proclaims, a stirring tribute to all of those who fell because of the free, beautiful name of America.<br /><br />How can you give anything less to a movie that shows, not embellishes, the natural bravery of real people acting in unreal times. I love ""The Godfather"" but ""9/11"" is forever a different kind of movie as this is now a different kind of world. It is art without question or questions.<br /><br />jf",pos
"***SPOILERS*** ***SPOILERS*** From its very opening credits this fantastic movie sets the record straight: it's an instant classic. It doesn't take long to realize that this movie is big, bigger than `Kindergarten Cop' or `Police Academy 7.' The sheer greatness of it left me speechless as I walked out of the movie theater and proceeded right back to the ticket counter to purchase myself another dozen of tickets.<br /><br />This is a movie that simply requires multiple viewings. The first watching will surely leave you with that strange `Huh?' feeling, but don't feel embarrassed - it happens to the best of us. The story is so diabolically clever that one has to wonder about the mortality of its authors. What seems to be a simple story of an idiot infiltrating the FBI, turns out to be an allegorical story that works on several levels and teaches us all about the really important things in life. The complexity of the plot structure will baffle you on your first viewing, but don't give up! Not until my sixth or seventh viewing did I only begin to unravel some of the hidden mysteries of `Corky Romano.' And watch out for the unexpected twist at the end, otherwise you might be caught completely off guard when it is revealed that FBI agent Brick Davis is FBI's most-wanted criminal, Corky is not a real FBI agent, Pops Romano is innocent, Peter Romano admits he's illiterate and Paulie Romano comes out of the closet as a homosexual. Surprised the hell out of me, I can tell you that much.<br /><br />Chris Kattan's comedic talents are unmatched as he leads his character Corky Romano through a maze of totally unpredictable situations. Reminiscent of John Reynolds' performance in `Manos, the Hands of Fate,' Kattan takes on innumerable multiple personalities and tackles all scenes with perfect comedic timing. However, Kattan is not just about comedy. He is a master of drama as well, as he controls the audience's feelings with the slightest moves of his face. His facial expressions reflect life itself, in a way. For example, in the scene in which he farts into his brothers' faces, you can see the expression of social injustice and alienation clearly reflected on his anguished face. At a moment like that, it's hard to find a dry eye in the house.<br /><br />Screenwriters David Garret and Jason Ward are the real heroes of `Corky Romano.' With a story of such proportions, it's easy to understand why two experienced writers had to be employed to complete this ambitious project. Their skillful storytelling and unorthodox structuring makes `Pulp Fiction' look like a mediocre Saturday Night Live skit. Garret and Ward's story is so compelling and alluring that it grips you by your hair, swallows you entirely, shakes you around and spits you right out. At the end of the out-of-this-world experience known as `Corky Romano' you find yourself a different person with different worldviews and different ideas, and with only one question on your mind:<br /><br />Why, God? Why?!?",neg
"This film revolves as much around Japanese culture as it does the lives of one modern Japanese family. Physical contact is frowned upon for those over 7 (especially in public) hence all that bowing instead of hugging even when you are close friends/ relatives. Ballroom dancing involves putting your arms around someone else and that in public too! Never the less Ballroom dancing is (on the quite) immensely popular. People who do Ballroom dancing in Japan are viewed a bit like nudists in the west... many more would like to than do but are inhibited by the culture. A delightful family film, which any amateur dancer would enjoy for the dance sequences alone. I understand that it was more popular than Titanic in Japan. I guess the Japanese are just like the rest of us - they like to be hugged too.",pos
"Anyone who doesn't like this film is one who is afraid to explore his or her own demons. This film does make the viewer a little uncomfortable at times, but that is its intention. It asks you to look at your own life and confront the obstacles head on like Lou eventually does. It asks you to overcome the fear of perception and become who you are meant to be. Bret Carr holds up a mirror unlike any filmmaker has. The intention and the message is clear and profound. People's apprehension about this film stems only from their own insecurities. An open-minded viewer takes this inspirational message and runs with it. Sometimes a life- changing realization DOES come in a flash -- a light bulb going on. This story is real and changes the lives if its viewers in a real way.",pos
"I would have liked to write about the story, but there wasn't any. I would have liked to quote a couple of hard hitting dialogs from the movie but ""hinglish"" is only funny for like 5 minutes, after that its overkill. I would have liked to swoon over the 'keep-u-guessing suspense' but it was as predictable as... um mm, a Yash raj movie (?). I would have liked to talk of the edge-of-the-seat action, but I don't like cartoons much. <br /><br />*sigh*<br /><br />All in all, this movie is perfect for: 1. people attempting suicide - I promise it'll push you over the edge 2. Sado-masochists- this movie is way more effective than the barbed wire that Silas guy in the Da-Vinci code wore. 3. People researching alternative ways to spread terrorism - I swear the audience leaving the hall seemed to be in a mood to kill someone 4. Movie Piraters: More power to them. If any movies deserves to not have the audience spending money to watch - this is it. 5.Barnacles, most types of plankton & green algae - Because almost all other living things would require an IQ factor somewhat greater than what the movie offers. Afterthought: The director of the movie, obviously, is a species of his own. ( And i hope to god that he is the only one of his kind..one is enough)<br /><br />Things that could have made this a better movie: 1. A story 2. A choreographer 3. A Screenplay writer 4. A stunt coordinator 5. A story (Did I already say that?) 6. A director - preferably one who is not mentally challenged (although even one who was challenged could have done a better job) 7. Anil Kapoor=Bubonic plague - Avoid at all costs 8. A statutory warning - ""Watching Yash Raj movies is Injurious to your mental health"" ?<br /><br />Things I liked about the movie: 1. Kareena Kapoor - For obvious reasons 2. The English sub-titles - ""Mera Dil Kho Gaya"" becomes - ""My heart is in a void"" , ""Chaliya Chaliya Chaliya"" turns into ""Im a flirt, Im a lover, Im a vagabond"" ..priceless.<br /><br />In short, Tashan to me, is like the opposite of a Rubrics cube - The cube is supposed to increase the IQ of the player, Tashan promises to lower your IQ, and that.. in a mere 2.5 hours! Woot!<br /><br />*sigh*..But thats just me. I could be wrong You've been warned anyways.",neg
"This film is awful. The CGI is the very cheap gray blob CGI. The crocodile looks like a large gray smudge. The worst is that no effort at all is given to making it walk or look like it is alive. It is mostly a photo-shopped CGI that is placed into scenes and you almost expect to see the hand that is moving the CGI smudge across the screen. This is one of the worst examples of CGI effects that I have ever witnessed, and I have seen lots of the very bad Sci-Fi Channel movies.<br /><br />Aside from the terrible lack of special effects, the cast is composed of the typical low-cost actors who probably work as Waiters/Waitresses at local diners while they wait for their Big Breaks. Perhaps the most ridiculous scene in this movie is when one of the bad guys is attempting to sexually assault Kate and the giant crocodile jumps straight up out of the water to the second floor of the Villains Headquarters and through the balcony and pulls the bad guy off Kate and instead of crashing straight down through the building (and crushing Kate) the Croc just flies backwards at the same angle into the water. No laws of Physics can apply to this movie or the special effects. At least there is honor among crocodiles.",neg
"I never like to comment on a good film but when it comes to a bad movie, I gotta come really hard on it. Talking about Vivah, this guy, Sooraj Badjatya, seems to have completely lost it. After success of Hum Aapke Hain Kaun, he thought he can make money with cheesy wedding videos. Vivah is so so cheesy that Badjatyas have left Johars and Chopras behind.<br /><br />There was not a single moment during the movie where I can say 'Oh! at least this thing is good'. Aloknath does cliché in a role of Girl's father, Shahid kapoor looks fat and Shahrukhed, Amrita rao is another disaster in addition to ugly looking sets, bad costumes, hackneyed storyline, monstrous stepmother, trying-hard-to-act actors, cacophonous background music, cheap soundtracks.<br /><br />Now the spoiler, I'm warning you guys that as happens in all his other movies, after a calamitous incidence movie ends on a happy note.",neg
"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...",neg
"this has got to be one of those films where the trailer is 50 times better than the movie itself.I first saw the trailer in 1991, it looked great.Since then i have always wanted to see it but could never find it.....until today, yes, 14 years later.<br /><br />lets just say I was so disappointed its unreal, OK i knew it wouldn't be an Oscar winner but still had hopes that it would be a fun no-brain film in the bloodsport mold. Unfortunately it was not, it's Pooh<br /><br />whats with all the American rock and roll music and the acting was so bad it was quite frightening.<br /><br />The fight scenes were rubbish and look fake.<br /><br />this DVD only cost me £5 and I believe I was overcharged by £7<br /><br />Now I'm sad as I know that I will never get that hour and a half back.",neg
"I grew up watching Full House as a child. I stopped watching it for years, but about two weeks ago I started back watching it again. Now my kids watch the show and they love to watch it as well. My kids can't believe that DJ , on the show, and I are the same age.<br /><br />I really love the show, because it is a show you can watch with your family. It has good teachings your kids can learn from. Also there isn't any drugs and violence on it. Also when the kids, on the show, have a problem they can always open up to their family for help. That's the message kids should be getting from TV now a days, turn to your family for help, not to drugs. Kids should be watching more shows like Full House instead of half the mess on TV now a days.<br /><br />I also love the show because it makes you laugh and it is down to earth. It talks about real life problems and family matters. There is always a lesson you can learn from the show.<br /><br />I vote the show a 10.",pos
"The movie lacks credence with the helicopters which didn't exist until the 1950s. But no woman would do what was done here, even a woman before the women's movement of the 60s and 70s. About the only portion of the movie that you could believe in was that Germany would want to know where the landing would be. Ignore for the moment that the British had captured all the spies but even if they had not, they wouldn't have let one roam around like this just to reassure the Germans that the landing would be at Calais. It isn't one major thing that makes the movie not work. It is the culmination of all the things wrong that makes the movie fail. Bad directing, bad scripts, no attempt at authenticity (at all) all combine to just make the movie fall flat. Generally speaking spies should fade into the woodwork. The suspense comes in with the spy wondering if the information they have is valid or not and worrying about being detected. On this one that game was over from the start. This spy was doing anything but spying. Your only chance at getting something that has some credibility and instills some suspense may be to read the book.",neg
"David Mamet wrote the screenplay and made his directorial debut with `House of Games,' a character study fraught with psychological overtones, in which a psychiatrist is lured into the dark world of the confidence game. Margaret Ford (Lindsay Crouse) has a successful practice and has written a best-selling novel, 'Driven.' Still, she is somewhat discontented with her own personal life; there's an emptiness she can neither define nor resolve, and it primes her vulnerability. When a patient, Billy Hahn (Steven Goldstein), confides to her during a session that he owes big money to some gamblers, and that they're going to kill him if he doesn't pay, she decides to intervene on his behalf. This takes her to the `House of Games,' a seedy little dive where she meets Mike (Joe Mantegna), a charismatic con-man who wastes no time before enticing her into his world. Instead of the `twenty-five large' that Billy claimed he owed, Mike shows her his book, and it turns out to be eight hundred dollars. And Mike agrees to wipe the slate clean, if she'll agree to do him one simple favor, which involves a card game he has going on in the back room. In the middle of a big hand, Mike is going to leave the room for a few minutes; while he is gone, her job is to watch for the `tell' of one of the other players. By this time, not only Margaret, but the audience, as well, is hooked. The dialogue, and Mamet's unique style and the precise cadence with which his actors deliver their lines, is mesmerizing. As Mike leads Margaret through his compelling, surreal realm of existence, and introduces her to the intricacies of the con game, we are swept right along with her. From that first memorable encounter, when he demonstrates what a `tell' is and how it works, to the lessons of the `short con,' to the stunning climax of this film, Mamet keeps the con going with an urgency that is relentless. And nothing is what it seems. In the end, Margaret learns some hard lessons about life and human nature, and about herself. She changes; and whether or not it's for the better is open to speculation. Mantegna is absolutely riveting in this film; he lends every nuance possible to a complex character who must be able to lead you willingly into the shadows, and does. Crouse also turns in an outstanding performance here; you feel the rigid, up-tight turmoil roiling beneath that calm, self-assured exterior, and when her experiences with Mike induce the change in her, she makes you feel how deeply it has penetrated. She makes you believe that she is capable of what she does, and makes you understand it, as well. The dynamic supporting cast includes Mike Nussbaum (Joey), Lilia Skala (Dr. Littauer), J.T. Walsh (The Businessman), Ricky Jay (George) and William H. Macy (Sergeant Moran). `House of Games' is the quintessential Mamet; he's written and directed a number of high-caliber plays and films since, and will no doubt grace us with more in the future. But this film will be the one that defines him; and you can go to the dictionary and look it up. You'll find it under `Perfection.' This is one great movie you do not want to miss. I rate this one 10/10.",pos
"This film reminds me a lot of the anti-drug films of the 50's and 60's due to the fact that it was made by people that have obviously never experienced the social evil that they are warning us about. Tom Hanks and his buddies are ""role playing"", but there are no dice, lots of candles, and then you are just swept away in a bad montage showing Hanks falling for the lady in the group. quite funny but misguided. I wonder how many poor kids had their D&D stuff destroyed, and were told that the use of their imagination was the road to destruction. As a film it's basically an after school special, bad acting (although Hanks does show some of his talent) and relationship talks, and no one seems to be having any fun. It seems these films have a psychological focus on adolescents starting on the road to adultism, which is more serious, apparently, and requires you to buckle down and do the things everyone else does. Despite my vote of 2, this is worth watching due to its unique genre, scare films, which I personally find quite funny.",neg
"IVAN (Marco Ricca) and GILBERTO (Alexandre Borges) are partners in a company together with ESTEVÃO (George Freire), but the first ones contract a professional killer, ANISIO, to murder ESTEVÃO (the plot, at least at the beginning, doesn't explain very well why). The guy does it and after receiving his money he starts blackmailing the two partners, appearing in their company and saying he wants a job there (as supervisor or something). At the same time he meets MARINA (Mariana Ximenes), daughter of ESTEVÃO, and starts dating with her! <br /><br />In a story like this, where crime, corruption, betrayal and blackmail go hand in hand, no one is innocent or can be victimized, exception made to MARINA, which is the only person who doesn't know what's going on and didn't betray anyone <br /><br />This film portrays with sarcasm the sad and cruel reality which exists in big metropolis like São Paulo, where crime is every day's presence. We can feel irony but also veracity in characters like ANISIO (brilliantly played by Paulo Miklos), which does blackmail to the guys who paid him without any scruples, and even flirts with the daughter of the guy he killed! He really must be a monster to do something like that, but of course I know there're people like him out there, in Brazil or any other place <br /><br />It's a very good movie, cruel but truthful, about a sad reality The acting is great and the soundtrack too.",pos
"Damp telling of the American Revolution.<br /><br />When farmer 'Tom Dobb' (Al Pacino) and his son arrive in New York Harbor, they are immediately conscripted by street urchin Annie Lennox... Annie Lennox?... to contribute to the war effort.<br /><br />After getting chopped down by bits of chain-link fired from British cannons, Tom and his son are promptly chastised by Continental Army sympathizer 'Daisy' (Nastassja Kinski) for 'not standing their ground'. Following this Kodak moment, a series of digressive chapters take place including Tom's participation in a 'foxhunt' in which he must carry a model of ""poor old Georgie Washington"" stuffed in effigy while running from a lace handkerchief-wielding English captain (Manning Redwood), and having a barbecue with a group of Iroquois Indians as they plan on the best way to sneak back into the fighting so Al and his ingrate kid can kick the crap out of British officer Donald Sutherland's butt.<br /><br />Director Hugh Hudson presents a unique style of film-making and the atmosphere is as thick as the proverbial London fog, but the scriptwriter's painting of the redcoats as evil monsters once again reveals Hollywood's patented hatred of the British.<br /><br />Steven Berkoff appears as an enlisted American soldier.",neg
"In one instant when it seemed to be getting interesting, it never got there.<br /><br />The people are going from one point to another point, with really no point (if there was one it was very dull). There was no action, suspense or any horror and the characters were pretty heartless, so there was no caring what happened to them.<br /><br />All together the movie was pretty boring.<br /><br />I give it a 3/10.<br /><br />I like that it wasn't shaky choppy camera-work and if there was music it didn't annoy me like some really bad movies and the acting was not horrendous.",neg
"As the maker of ""This Darkness,"" I admit we neglected 3 very important acknowledgments in our end credits. The omissions were over-sights that could not be corrected once committed, nor did the parties involved --- who saw the movie --- mention it at the time. On behalf of the excellent cast and crew of the film, I extend them an apology. Obviously, some criticisms posted here are harsh in light of their credit being accidentally. Our production values were negligible and our ""special effects"" were quite special indeed, but the plot is very strong and the cinematography by John McLeod is superb. We hope you, the reader, enjoy ""This Darkness"" and the efforts of those who worked their butts off for free. Thank you, Dylan O'Leary, Director.",pos
"Depardieu's most notorious film is this (1974)groundbreaker from Bertrand Blier. It features many highly sexual scenes verging on an X-rating, including one of Jeanne Moreau doing a hot 1970s version of her Jules and Jim menage a trois with the two hairy French hippies (Depardieu and Deware). There is no such thing as a sacred territory in this film; everything is fair game.<br /><br />It's very odd that Americans tend to not like this film very much while many French people I've met consider it a classic. Something about it goes against what Americans have been programmed to 'like.'<br /><br />Gerard and the late Patrick Deware are two bitch-slapping, hippy drifters with many sexual insecurities, going around molesting women and committing petty crimes. They're out for kicks and anti-capitalist, Euro-commie, slacker 'freedom.' Blier satirizes the hell out of these two guys while at the same time making bourgeois society itself look ultimately much more ridiculous. Best of all though, is the way the wonderful Stephane Grappelli score conveys the restless soul of the drifters, the deeper subconscious awareness or 'higher ideal' that motivates all the follies they engage in.",pos
"An overlong, but compelling retelling of the friendship between civil rights leader Steve Biko and Donald Woods. The first half of the film is the strongest where we see the bond formed between the two men, and how they help each other out, but the second half isn't as strong, due to the elimination of the Biko character. Still, its a compelling film with great performances by Kline and Washington, in the film that put the latter on the map. Washington was also was nominated for best supporting actor for the first time. Overall, a well made film that could have been trimmed down a bit. 7/10.____________________________________",pos
This in my opinion is one of the best action movies of the 1970s. It not only features a great cast but is also loaded with wild shootouts and explosions that are still impressive today. The story is about a Vietnam vet (Kris Kristofferson) being recruited by his brother (Jan-Michael Vincent) to help clean up the criminal element in a small town and what happens when Kris starts taking advantage of his position and becomes as bad as the criminals he was hired to get rid of. It's great seeing Kris play against type. Bernadette Peeters and Victoria Principal both offer great support as the respective ladies of the two male stars. Jan-Michael shows real movie star persona in this film. I don't think Vigilante Force is on video but it occasionally shows up on TV. It's a great flick for guys who like movies.,pos
"I love movies, and I'll watch any movie all the way through, just to give it a chance. I can finally say that I found a movie I can't watch all the way through. The acting is terribly stale and monotone, the CGI looks like a computer geek did it in his mother's basement with minimal software, and.....the long scenes of just...walking!!!! And this movie is THREE HOURS LONG!!! I didn't even make it 15 minutes until I fast forwarded the DVD. The scenes with the aliens are very short. Ummm, instead of naming this ""War of the Worlds"", lets name this ""War of the Walking Long Distances"". This cost 5 million dollars to make! What they spend the money on, the dramatic opening song?<br /><br />Oh, but on a positive note, one scene you need to watch is when the aliens first begin killing people. That's hilarious, not because people are dying, but because when they turn to skeletons, they still squirm for 20 seconds afterward.<br /><br />So....like I said, if you are a fan of boring, stale, action-less movies, here is one for you DVD collection. But I didn't write this for you, I wrote this for the billions upon billions of other people who will HATE this movie. It is not worth your time or money<br /><br />I know this is by the book, but the book isn't that long, and I'm a complete book worm/nerd/geek/whatever, but why? Just get the Steven Spielberg version, it's not all that good, but it's 10 times better than this!! <br /><br />I give this a BIG, FAT ZERO out of 10.",neg
"While not as famous as some of their other collaborations (such as THE BLACK CAT and THE BODY SNATCHER), this is a dandy little horror film even though the casting decisions were a bit odd. Boris Karloff plays Dr. Janos Rukh, a weird scientist who lives in the Carpathian mountains--near where the Dracula character's home town. Bela Lugosi plays Dr. Benet--whose nationality was never discussed though the name certainly sounds French. I really think it would have made sense to have the two switch roles, as the Carpathian role seems tailor made for Lugosi--especially with his accent. However, despite this unusual twist, the two still did excellent jobs. Karloff's was definitely the lead role, but Lugosi acquitted himself well as a relatively normal person--something he didn't play very often in films!! It seems that Dr. Rukh is a bit of a pariah, as other scientists (especially Benet) think his theories are bizarre and nonsensical. However, over the course of the film, Rukh turns out to be right and Benet is especially generous in his new praise for Rukh. But, unfortunately, the wonderful new element that Rukh discovered has the nasty side effect of turning him into a crazy killing machine (don't you hate it when that happens?). While this could have just been a simple nice scientist turned mad story, the plot was well constructed, the characters nicely developed and the mad Rukh was NOT a one-dimensional killer, but complex and interesting.<br /><br />This film is bound to be enjoyed by anyone except for people who hate old horror films. You can really tell that Universal Pictures pulled out all the stops and made a bigger-budget film instead of the cheap quickies both Lugosi and Karloff unfortunately gravitated in later years. Good stuff.",pos
"A wonderful television mini-series completely ruined by a 45-year old woman trying desperately to pass herself off as a 16-year old ingenue! No exaggeration - that's the ACTUAL age of the character played by Ali MacGraw when the film opens just prior to the surprise attack at Pearl Harbor. This TV mini-series really is the most classic example of the title of this post and one I refer to whenever the topic comes up.<br /><br />That alone makes this completely unwatchable, despite the fact it's one of the best filmed WWII 'global' dramas TV has ever produced. If you have the stomach - or a decent fast-forward ability - you might be able to enjoy the late Robert Mitchum in a very strong performance. <br /><br />I'm stunned at some of the comments referring to the love story (pun intended). Did they watch the film with their eyes closed? Or are they aging boomers who never cease to amaze me with their ""selective memories"" and ""selective vision"". I'm a Boomer myself so don't think for a second I'm some hubristic young punk. 45 WILL ALWAYS LOOK 45. Get used to it. Deal with it. Age gracefully damnit.<br /><br />The Winds Of War could have been... so good. How much more would we be talking about this mini-series today, some 25 years later, had an ACTUAL ingenue been cast in such an important & critical role? Right now, with the constant haggard old biddy distraction, that alone cancels out most of the wonderful aspects of The Winds Of War.",neg
Like most comments I saw this film under the name of The Witching which is the reissue title. Apparently Necromancy which is the original is better but I doubt it.<br /><br />Most scenes of the witching still include most necromancy scenes and these are still bad. In many ways I think the added nudity of the witching at least added some entertainment value! But don't be fooled -there's only 3 scenes with nudity and it's of the people standing around variety. No diabolique rumpy pumpy involved!<br /><br />This movie is so inherently awful it's difficult to know what to criticise first. The dialogue is awful and straight out of the Troma locker. At least Troma is tongue in cheek though. This is straight-faced boredom personified. The acting is variable with Pamela Franklin (Flora the possessed kid in The Innocents would you believe!) the worst with her high-pitched screechy voice. Welles seems merely waiting for his pay cheque. The other female lead has a creepy face so I don't know why Pamela thought she could trust her in the film! And the doctor is pretty bad too. He also looks worringly like Gene Wilder.<br /><br />It is ineptly filmed with scenes changing for no reason and editing is choppy. This is because the witching is a copy and paste job and not a subtle one at that. Only the lighting is OK. The sound is also dreadful and it's difficult to hear with the appalling new soundtrack which never shuts up. The 'ghost' mother is also equally rubbish but the actress is so hilariously bad at acting that at least it provides some unintentional laughs.<br /><br />Really this film (the witching at least) is only for the unwary. It can't have many sane fans as it's pretty unwatchable and I actually found it mind-numbingly dull! <br /><br />The best bit was when the credits rolled - enough said so simply better to this poor excuse for a movie LIKE THE PLAGUE!,neg
"In all honesty, this series is as much a classic (as television goes) as the original poem is to the world's literature. Far from being crassly exploitative, it is a beautiful and respectful rendering of one of the western culture's defining texts.<br /><br />I was moved by the plight of Odysseus and his followers; touched by the drama of the fall of Troy (which was felt but not seen); intrigued by the way the gods played with the fate of mortals. (It should be mentioned that the gods appearing here are not ridiculous CGI creatures flitting around on their ankle wings, or poorly-cast fashion models in bikinis. As in Homer's work, they act through mortal agents or, rarely, are represented by classical statuary).<br /><br />It's a pity it's not available in DVD, especially given the vastly inferior and cheesy adaptations of the Odyssey that one can find in video stores.",pos
"This is an extremely silly and little seen film about slavery in the West Indies and it stars Puddy from the ""Seinfeld"" show! Patrick Warburton made his film debut in this contrived movie and he's noticeably slimmer here. Oliver Reed got top billing but he's hardly in the film at all. Warburton plays a white slave and its funny to see all the young and horny wives of rich old men bidding on him because they all want to have sex with him. Eartha Kitt plays an owner of a bordello and they're is so much nudity in the film. If its not drunken orgies at the bordello then its the young wives having they're turn with him. Then of course towards the end the slaves revolt and there's the bloody standoff. No real political message like the film ""Burn"" but just another contrived plot device to move the story along. Incredibly they made a sequel and Warburton and all the rest of the cast came back! I hope they got paid a lot of dough because this first film is pretty bad. The nudity keeps it watchable and Warburton's lack of any accent make it at times laughable. Very bad film but I got to admit that I want to see the sequel.",neg
"Welcome to Collinwood is a lot of things, but it is none of the following:<br /><br />A George Clooney star vehicle Unfunny Un-Original<br /><br />And yes i know, the basis for the movie is another movie. But as far as Hollywood goes, this may rank with their most authentic outputs this decade - and for me, it does.<br /><br />The movie is from start to finish, an absolute gas. Here's why.<br /><br />There isn't a bad performance in the film. The funny parts are funny. The edgy parts are edgy. The script contains, not a dull moment of dialogue The cinematography is fresh and yes beautiful. And it doesn't conform to the Hollywood norm (you'll see what i mean, when you see the film)<br /><br />When i was a kid, i remember seeing advertisements for the film. This film went under the radar after not grossing much at the box office, and isn't even a cult classic. The reason why Transformers 2, is seen as acceptable by average movie goers, is because they are used to seeing Transformers 2. If film's as original and funny as this were pumped out as often as multi-million pieces of s**t, the cinematic experience would be a much fresher place - <br /><br />When 'they' say they don't make em like they used to, 'they' didn't see Welcome to Collinwood.<br /><br />A fun, mini-masterpiece of caper comedy, that refuses to compromise. One of my favourites.",pos
